单诉崖	RB000	RB0000000	男	2003-01-08	18638291717	云南省大理白族自治州漾濞彝族自治县219号	51
沈兵晋	RB000	RB0000001	女	2000-12-19	13242034934	辽宁省抚顺市清原满族自治县298号	70
公状几	RB000	RB0000002	男	2002-04-14	18115652876	山西省晋中市介休市856号	55
璩竞叠	RB000	RB0000003	男	2003-10-03	18511294945	广东省潮州市湘桥区978号	49
都挣咳	RB000	RB0000004	女	2002-08-18	13348236790	广东省肇庆市高要区348号	12
郎资帘	RB000	RB0000005	女	2002-03-10	15792071606	江西省吉安市永新县300号	81
和贼询	RB000	RB0000006	女	2002-01-12	15636342571	湖北省武汉市青山区338号	34
李抵轻	RB000	RB0000007	女	2003-01-28	18629395021	福建省三明市明溪县611号	28
梁禾馋	RB000	RB0000008	女	2002-07-16	17680318444	内蒙古自治区赤峰市松山区593号	94
阳继元	RB000	RB0000009	男	2001-05-27	18481374302	江西省赣州市石城县413号	70
广难抄	RB000	RB0000010	女	2002-09-03	13109689131	四川省泸州市143号	96
缑稻伤	RB000	RB0000011	女	2003-02-06	17637601323	云南省丽江市古城区968号	20
孙傲柴	RB000	RB0000012	女	2002-02-18	13597837958	湖南省郴州市临武县280号	61
段聋选	RB000	RB0000013	女	2001-01-23	18080506955	江西省宜春市高安市891号	94
闻忌肿	RB000	RB0000014	男	2002-07-26	17055778654	辽宁省朝阳市朝阳县891号	94
亢果浸	RB000	RB0000015	男	2000-11-05	13537634707	新疆维吾尔自治区和田地区洛浦县119号	23
堵不屋	RB000	RB0000016	男	2001-06-21	18203619860	河南省三门峡市陕州区125号	10
澹港刚	RB000	RB0000017	女	2001-04-20	15854818078	云南省大理白族自治州洱源县636号	56
阳待馅	RB000	RB0000018	男	2003-02-24	15599157604	广东省阳江市阳春市773号	56
广残艳	RB000	RB0000019	男	2001-09-16	13584215420	浙江省台州市临海市793号	11
郜她凭	RB000	RB0000020	女	2001-07-19	15030405594	江西省九江市湖口县911号	57
邰洪趁	RB000	RB0000021	女	2002-07-21	13956014328	福建省宁德市寿宁县940号	30
全带董	RB000	RB0000022	女	2002-11-04	17661664370	黑龙江省鸡西市虎林市197号	72
隆闭膊	RB000	RB0000023	男	2000-11-21	18816661506	河南省洛阳市西工区457号	73
佘术退	RB000	RB0000024	男	2003-09-22	15593625421	新疆维吾尔自治区阿克苏地区温宿县751号	45
郜急贺	RB000	RB0000025	男	2002-06-30	18605758651	重庆市荣昌区430号	80
