鞠锡题	RB000	RB0000000	女	2003-03-28	18919298383	四川省雅安市芦山县924号	45
甄输迟	RB000	RB0000001	男	2003-10-08	13400883954	湖北省黄冈市英山县332号	57
羿腹唉	RB000	RB0000002	女	2002-07-11	17740132368	天津市滨海新区238号	93
胡平副	RB000	RB0000003	男	2003-09-13	13544357922	西藏自治区林芝市米林县334号	72
鱼逃粉	RB000	RB0000004	女	2001-03-29	13483587141	海南省屯昌县482号	56
陶虎兵	RB000	RB0000005	女	2002-09-18	13904709525	青海省玉树藏族自治州囊谦县441号	15
阳唤些	RB000	RB0000006	女	2001-05-02	13386601309	福建省泉州市金门县499号	70
司薄心	RB000	RB0000007	女	2001-10-27	13392505696	云南省曲靖市富源县829号	46
慎馆门	RB000	RB0000008	女	2003-10-25	14722145758	山东省济宁市梁山县679号	79
公幻八	RB000	RB0000009	男	2003-05-18	13846413788	北京市顺义区502号	16
平晃霸	RB000	RB0000010	女	2002-03-13	18234256775	浙江省湖州市德清县234号	62
虞禾薄	RB000	RB0000011	女	2003-01-25	13308608401	湖北省天门市759号	64
阎浓奶	RB000	RB0000012	女	2002-05-31	15153956228	广西壮族自治区崇左市天等县160号	62
和昨垂	RB000	RB0000013	女	2002-10-13	18723638334	贵州省黔东南苗族侗族自治州579号	96
夹痒骂	RB000	RB0000014	女	2002-03-08	15269781450	河北省承德市丰宁满族自治县151号	37
终献逮	RB000	RB0000015	女	2001-08-01	18039425029	河南省开封市鼓楼区027号	83
鱼闯副	RB000	RB0000016	女	2002-06-23	18445707409	福建省漳州市东山县996号	27
都偶规	RB000	RB0000017	女	2003-06-30	13055220148	河南省周口市太康县465号	77
夹亚登	RB000	RB0000018	男	2001-08-13	15096890095	黑龙江省哈尔滨市尚志市669号	33
董更谈	RB000	RB0000019	男	2003-07-01	15692384047	广西壮族自治区贵港市港南区260号	41
段绝陷	RB000	RB0000020	女	2003-10-04	13381532050	浙江省台州市临海市428号	63
年寄居	RB000	RB0000021	女	2000-12-04	13620583417	湖北省荆州市502号	34
